a	art.一，一个，任何一个;同一的;像…的;某一个 pre.每;n英文字母第一个
synagogical	adj.犹太人会众的;猷太人会堂的
synagogue	n犹太人集会;犹太教会堂
synapse	n神经原的神经线连接;神经键
synarthrosis	n不动关节
synchro	n同步器
synchroflash	adj.同时闪光的;快门和闪光灯同步调的
synchroguide	n同步引导
synchromesh	n齿轮的同时咬合装置
synchronism	n同步性
synchronization	n同步
synchronize	n同步化;v.使同时;同时发生
synchronizer	n同步装置;同时闪光装置;同步闪光装置
synchronizing generator	n同步信号产生器
synchronoscope	n同步指示仪
synchronous	n同步的;adj.同时的;同步的
synchroscope	n同步检定器;同步仪
synchrotron	n同步子
syncline	n向斜
syncopate	v.省略中间部份;把中间的字母省略掉
syncopation	n省略中间的音节;中略;切分法
syncope	n字中音省略;中略;假死
syncretic	n合一;融合;类并
syncretism	n合一;类并
syncretize	v.结合;融合
syndic	n理事;评审员;特别评审员
syndicalism	n工会组织主义
syndicalist	n工会组织主义者;工团主义者
syndicate	n企业联合;v.联合组织
syndrome	n并发症状
synecdoche	n提喻法
synesis	n非成文造句法
synesthesea	n共感觉;副感觉
synod	n宗教会议;大会;会议
synodal	adj.宗教会议的;教会会议的;会议的
synonym	n同义字
synonymity	n同义;类义
synonymous	adj.同义字的;类义字的;同义的
synonymy	n类义;类义字研究;类义字重覆
synopsis	n概要;摘要;大意
synoptic	adj.概要的
synovia	n滑液;关节骨液
synovitis	n滑膜炎;关节膜炎
syntactically	adv.依照文章构成法地;在语句构成上
syntax	n语法;[文]文章构成法[论];造句法[论]
synthesis	n综合;组织;综合体
synthesize	v.综合
synthesizer	n合成器
synthetic	n合成物质;adj.综合性的;人造的
synthetical	adj.合成的;综合性的;人造的;代用的
synthetically	adv.综合地;合成地
syntonic	adj.共振的
syntonize	v.使共振
syntony	n共振;回调
syphilis	n梅毒
syphilitic	n梅毒病人;adj.梅毒的;感染梅毒的
syphon	n虹吸管
syria	n叙利亚共和国
syrian	n叙利亚人;adj.叙利亚(人)的
syringa	n紫丁香属的植物;山梅花属的植物
syringe	n注射器
syrinx	n牧神所用的笛子;鸣管;耳管
syrup	n糖浆
systaltic	adj.反覆作收缩和膨胀动作的;心脏收缩的
system	n系统;制度;方式
systematic	adj.有系统的;分类的;体系的
systematically	adv.有系统地;有组织地;有条理地
systematism	n组织化;组织主义
systematist	n组织主义者
systematization	n组织化;系统化;分类
systematize	v.组织起来;体系化
systematizer	n组织者
systemic	adj.系统的;组织的;身体组织的
system of justice	n司法制度
systole	n心脏收缩
systolic	adj.心脏收缩的
systyle	adj.两径间的;柱与柱间狭窄的
syzygy	n会合;朔望
t	=it(置於动词前或後与动词连用)
taal	n塔尔语
tab	n定位键
tabard	n纹章战袍;传令所穿衣服;一种粗大衣
tabefaction	n衰弱
tabernacle	n临时房屋;帐篷;身体;v.住於临时房屋;给於住宿
tabernacular	adj.tabernacle的
tabes	n衰弱;消耗
tabetic	n脊髓痨病患者;adj.脊髓痨的
tabid	adj.衰弱的;憔瘦的
table	n桌子;表;台
tableau	n如画似的描写;引人的场面;戏剧性场面
tablecloth	n桌巾
table lamp	n桌灯
table light	n桌灯
tablet	n平板;门牌;笔记簿;药片
table tennis	n乒乓球
tabloid	n小型报;小型画报;药片;adj.扼要的
taboo	n禁忌;禁止接近;禁止使用;adj.禁忌的;v.禁忌;禁制;禁止
tabor	n小鼓
tabular	adj.制成表的;扁平的
tabulate	v.作成表;作成一览表;使成平面;adj.平板状的;平面的;n排表
tabulating key	n定位键
tabulation	n作表;表格
tabulator	n作表的人;定位装置;列表
tachometer	n转速计;流速计;旋转速度表
tachycardia	n心悸亢进
tachygraphy	n速记术
tachymeter	n视距仪
tacit	adj.无言的;肃静的;暗然的
taciton	n闸流管
taciturn	adj.沈默寡言的;不太说话的;无言的
taciturnity	n沈默寡言;无言;不太说话
tacitus	n泰西塔斯
tack	n大头钉;行动方针;v.以大头针钉住;附加;跟随
tacker	n敲平头顶的人;敲平头钉器
tackle	n(钓鱼)工具;复滑车;扭倒;v.处理;抓住
tackling	n扭住;抱住;卷起
tacky	adj.发黏的;胶黏的;寒酸的
taconite	n角岩
tact	n机智;手法
tactful	adj.机智的;老练的
tactic	n战略;策略
tactical	adj.兵学的;战术的;用兵上的
tactician	n战术家;策士
tactics	n用兵学;战术;兵法
tactile	adj.触觉的;有触觉的;能触知的
tactility	n触知性;触感
tactless	adj.无机智的;不机敏的;无分别的
tactual	adj.触觉的;触觉器官的;凭触觉的
tadpole	n蝌蚪
taekwondo	n抬拳道
tael	n两;两
taenia	n装饰头部的带;带;绳
taffrail	n船尾上部船尾栏杆
taffy	nWales人;太妃糖;阿腴
tafia	n塔非亚酒
tag	n标签;附属物;名称;v.附以签条;尾随;添饰
tagger	n垂下物;尾随者;薄铁片
tagmeme	n文法素
tagrag	n下层人民;瞎闹的人们
tahiti	n大溪地岛
taiga	n针叶树林地带
tail	n尾部;後部;辫子;adj.在後面的;从後面而来的;v.附於其後;尾随;逐渐消失
tailboard	n可取下的尾板
tailheavy	adj.尾部重的;後头重的
tailing	n装尾巴;嵌入墙中砖石突出部;屑
taillight	n尾灯
tailor	n裁缝师;成衣匠;v.缝制;做裁缝;使…适应
tailpiece	n末片;附属物;补白图片
tailrace	n放水路;放水器
tailspin	n旋尾降落
taint	n污点;耻辱;感染;v.感染;中毒;使…腐败
tainted food	n腐烂的食物
taipei	n台北
taiwan	n台湾
taiwanese	n台湾人;台湾话;adj.台湾的;台湾人的
taiwan retrocession day	n光复节
taiwan strait	n台湾海峡
take	v.拿;取
take account of	v.考虑
take advantage of	v.利用
take a moment	v.花一些时间
take apart	v.拆开
take a walk	v.散步
take away	v.取走
take away fuel， take away flame	n抽薪火自灭
take back	v.送还
take care of	v.照顾
take delight in	v.乐於
takedown	n拆抑
take full advantage of	v.充份利用
take hold of	v.握住
takein	n诈骗;骗子
taken	pp.=take
takeoff	n起飞
takeout	n带出去;外卖;外卖的餐馆;adj.外卖的
take over	接管;接收
takeover	n接管;接收
take place	v.发生
take pleasure in	v.乐於
take pride in	v.以…为傲
take the place of	v.代替
take the will for the deed	n心意到了就好
takeup	n拉紧;紧线器
taking	n取得;捕获;售得金额;v.拿;捕捉;夺取
talbot	n猎狗的一种
talc	n滑石;云母;v.用滑石粉擦;用滑石粉处理
tale	n诽语;谣言;故事
talebearer	n说小话的人;搬弄是非者;散播谣言者
talebearing	n说小话;散布谣言
talent	n才能;有才干的人
talentless	adj.无能的
talesman	n候补陪审员
taleteller	n讲故事的人;说小话的人;搬弄是非者
talion	n以牙还牙之报复法
talipot	n一种大棕榈树
talisman	n护身符;辟邪物
talk	n谈话;会谈;v.说话;谈话;讨论
talkative	adj.喜欢说话的;饶舌的;多嘴的
talker	n说话的人;健谈者
talkfest	n恳谈会;议而不决的会议
talkin	n表示抗议的集会;坦诚的会议;会议
talking	adj.说话的;有表情的;v.讲话;谈论;商量
talk of the devil， and he is bound to appear	n说魔鬼，魔鬼就到
talk of the devil， and he is sure to appear	n说魔鬼，魔鬼就到
talky	adj.多嘴的;多对话的
tall	adj.高的;长的;夸大的
tallboy	n高脚橱;双层衣橱
tallish	adj.稍高的;身材较高的
tallness	n高;高度
tall tale	n吹牛大话
tally	n符木;一致;酷似品;帐;v.记录;附以标签;总结;对照
talmud	n犹太法典
talmudic	adj.犹太法典的
talmudist	n犹太法典编着者
talon	n爪;猛抓的手;鸽胸雕花
talus	n距骨;仰趾足;斜面
tamable	adj.可驯服的
tamale	n墨西哥烹调之一种
tamarack	n落叶松之一种
tamarind	n罗望子;答满林;其果实
tamarisk	n撑柳
tambourin	n法国南部所用的一种鼓;用此种鼓的舞蹈
tambourine	n小手鼓
tame	adj.驯服的;柔顺的;乏味的;v.驯养;使…驯服
tameless	adj.未驯服的;难驯服的;性野的
tamely	adv.驯熟地;温顺地;没有骨气地
tameness	n驯熟;温顺;无气力
tamer	n驯服手
tamerlane	n帖木儿
tamil	n坦米尔人;坦米尔语
tammany	n坦幕尼派
tamp	v.用黏土填塞;捣固
tamper	v.干预;玩弄;贿赂
tamping	n填塞;填塞物;捣固
tampion	n木塞子;炮栓;风琴管上端的塞子
tampon	n棉球;止血栓;止血棉塞;v.放棉塞於
tan	n鞣制革;黄褐色;adj.黄褐色的;v.晒黑
tanager	n学
tanbark	n鞣制革
tandem	n前後纵排的马车;双座脚踏车;汇接;adj.纵排的;adv.前後直排地;纵排地
tang	n强烈的味道;特殊的香味;特性;v.装刀根;使声尖锐
tanganyika	n坦干伊克
tangency	n接触
tangent	n切线;正切;adj.接触的;切线的;相切的
tangential	adj.切线的;相切的;正接的
tangerine	n桔;橘子
tangibility	n可触知;可触觉;确实
tangible	n有形资产;adj.实体的;明白的
tangibly	adv.可触知地;明白地
tangle	n缠结;混乱;海澡类;v.使缠结;纠纷
tangly	adj.缠结的;纠缠的;混乱的
tango	n探戈舞;其舞曲;v.跳探戈舞
tangram	n七巧板
tangy	adj.强烈的;扑鼻的
tank	n大水槽;坦克车;池塘;v.储於槽中
tankage	n贮於槽中;桶槽租费;桶槽容量
tankard	n大啤酒杯;一大杯之量
tanker	n油轮;运油船
tankful	n满槽
tannable	adj.可揉的
tannate	n单宁酸盐
tanner	n制革工人;硝皮匠;六辨士
tannery	n制革厂;硝皮厂
tannic	adj.单宁的;得自鞣革的
tannin	n单宁酸
tanning	n硝皮;制革法;晒成褐色
tannoy	n扩音器之一种;其商标名
tansistor	n电晶体
tansy	n艾菊
tantalization	n看着得不着之难受;难熬
tantalize	v.逗惹
tantalizing	adj.难熬的;乾着急;使想望的
tantalum	n金属元素{符号Ta;原子序73}
tantamount	adj.同等的;相等的;相当於
tantara	n喇叭的声响声
tantivy	n疾驱;突进;狩猎时指示快追的喊声;adj.疾速的;快速的;adv.疾速地;快速地
tantrum	n发脾气;发怒
tanyard	n硝皮厂;制革厂
tanzania	n坦尚尼亚
taoism	n道教
tap	n轻打;水龙头;分接;v.轻打;轻敲;装上嘴子
tapa	n树皮布
tapdance	v.跳踢踏舞
tape	n录音带;磁带;带子;v.以带子绑起;测量
tapeline	n卷尺
taper	n小腊烛;尖细;渐弱;adj.尖细的;v.逐渐变小
taperecord	v.用录音带录音
tape recorder	n录音机
tapering	adj.尖端细的
tapestried	adj.饰挂绣帷的;织在绣帷上的
tapestry	n挂毡;v.饰以织锦画
tapeworm	n条虫
tapioca	n树薯粉
tapir	n貊
tapper	n轻敲者;电键;树液采取者
tappet	n梃杆;凸子;挺杆
taproom	n酒吧
taproot	n主根;直根
tapster	n酒吧的酒保
taptap	n敲门的声音
tap water	n自来水;(非蒸馏水)
tar	n焦油;柏油;[话]水手;v.涂以焦油
taradiddle	n谎话
tarantella	n一种快速旋转舞(曲)
tarantism	n跳舞病
tarantula	n毒蜘蛛之一种
taratantara	n喇叭等之声
taraxacum	n蒲公英属之植物;由其根制成泻剂
tarboosh	n土耳其帽
tarbrush	n焦油毛刷
tardigrade	adj.缓步类的;缓慢的
tardily	adv.缓慢地;慢慢地;迟延地
tardiness	n慢;缓慢;迟延
tardy	adj.慢的;迟钝的
tare	n野碗豆;毒麦;害毒;v.量皮重
targe	n圆盾
target	n目标;靶子;v.对准
targum	n圣经旧约的语译文
tarheel	n北卡罗莱那人
tariff	n关税;价格表;费率;v.课以关税
tarlatan	n一种薄纱
tarmacadam	n柏油路材料;由其铺成之道路
tarn	n小湖
tarnal	adj.非常的;极其
tarnish	n晦暗;生锈;污点;v.使…生锈;晦暗;使…变色
taro	n芋头
tarpaulin	n涂焦油防水布;防水衣;防水帽
tarpon	n大漕白鱼
tarragon	n艾属之类
tarragona	n西班牙产红葡萄酒
tarred	adj.涂了焦油的
tarry	n滞留;v.留住;滞留;等待
tarsal	adj.踝眼骨跗骨的;眼脸软骨的
tarsia	n嵌木细工
tarsus	n踝;踝骨;眼脸软骨
tart	adj.酸的;锋利的
tartan	n格子呢;方格花纹;单桅帆船之一种
tartar	n鞑靼人;凶悍的人;难对付的人;adj.鞑靼的
tartarean	adj.Tartarus 的;地狱的
tartaric	adj.酒石的;似酒石的;含有酒石的
tartarus	n地狱底下暗无天日之深渊
tartary	n鞑靼
tartlet	n小形的果子馅
tartly	adv.辛辣地;锋利地
tartness	n酸;锋利
tartrate	n酒石酸盐
task	n工作;任务;程式单元
tasmania	n塔斯梅尼亚
tasmanian	adj.塔斯梅尼亚的
tassel	n流苏;v.加穗;摘下…穗须
taste	n味道;品味;味觉;v.嚐;体会
tasteful	adj.懂得风趣的;风流的;有监赏力的
tasteless	adj.没味道的;无监赏力的
taster	n没味道的;尝味道者;试酒味者
tastily	adv.风趣地;爽口地;风雅地
tasty	adj.好吃的
tat	v.梭编;梭机;花边
tata	int.回头见;再见
tatter	n破布;破衣
tatterdemalion	n衣服褴褛的人
tattered	adj.破烂的;穿破烂衣的
tatting	n梭编;梭织;以梭编法编的花边
tattle	n无聊话;闲话;饶舌;v.闲谈;谈论;泄露秘密
tattler	n说闲话的人;饶舌;搬弄是非的人
tattletale	n告密者
tatty	adj.磨损的;简陋的;不值钱的
tau	n希腊字母第19字
taught	p.pp.=teach
taunt	n辱骂;嘲弄;v.嘲弄
tauntingly	adv.嘲骂着
taupe	n暗灰褐色
taurine	adj.像公牛的;金牛座的
taurus	n金牛座;金牛宫
taut	adj.拉紧的;整洁的;紧张的
tauten	v.拉紧
tautog	n遍罗
tautological	adj.同语(同义)反覆的;无聊重复的
tautologist	n反复用同义字的人;重复用同义字的人
tautologize	v.重复同义字
tautology	n同义字之反复;同义字之重复;重复
tautomerism	n互变异性
tavern	n酒馆;客栈
taw	n弹石;弹石游戏;弹石线基线;v.用明矾和盐揉制
tawdrily	adv.俗丽地
tawdry	n廉价而俗丽之物;adj.廉价而俗丽的;非常华丽的
tawny	n黄褐色;adj.黄褐色的;茶色的
tax	n税;租税;重负;v.课以税;使…负重荷;斥责
taxability	n可课税性
taxable	adj.可课税的;应课税的;有税的
taxation	n课税;徵税;租税
taxeme	n文法特性素
taxexempt	adj.免税的
taxfree	adj.免税的;无税的
taxi	n计程车;出租汽车;v.乘计程车
taxicab	n计程车
taxidermal	adj.剥制术的
taxidermy	n剥制术
taximan	n计程车
taximeter	n车费指示器
taxiplane	n出租飞机
taxis	排列
taxi stand	n计程车招呼站
taxiway	n滑行道
taxonomist	n分类学家
taxonomy	n分类法;分类学
taxpayer	n纳税人
taxy	=-taxis
taylor	n泰勒
tea	n茶
teach	v.教;教书;教导
teachability	n可教性
teachable	adj.可教的;听教训的;驯良的
teacher	n教师，老师
teachers day	n教师节
teaching	n教学;教义
teacup	n茶杯;满茶杯
teague	n爱尔兰人
teahouse	n茶室
teak	n柚木
teakettle	n茶壶;烧水壶
teal	n小凫
tealeaf	n茶叶;茶渣
team	n队;组;adj.队的;团体的;v.联成一组
teammate	n队友
teamster	n赶一群牲畜者;卡车驾驶员
teamwork	n连合作业;协力
teapot	n茶壶;小茶壶
teapoy	n小桌
tear	n泪滴;撕;v.流泪;撕破;赶快
tearful	adj.含泪的;悲伤的
tearing	adj.撕裂的;痛苦的
tearjerker	n赚人眼泪的电影
tearless	adj.无泪的;不流泪的
tearoom	n吃茶店;茶室
tease	n揶揄者;戏弄;v.欺负;嘲弄
teaser	n惹人者;戏弄者;强求者
teaspoon	n茶匙
teaspoonful	n一茶匙的容量;(烹饪)茶匙满杯之量，约5 cc
teat	n奶头;试验;检查;v.作试验
teatime	n下午茶时间
tec	n侦探
technetium	n塔
technetron	n场调电晶体
technetronic	adj.科学技术所支配的
technical	adj.技术上的;专门的;工业的
technicality	n专门性;学术性;专门的事项
technical knockout	n技术击倒
technically	adv.技术上;学术上;专门地
technician	n技师
technicolor	n彩色电影摄影法;鲜明的色彩;华丽的色彩
technics	n工艺;学术语;手法
technique	n技术;方法;表演法
technocracy	n技术专家政治
technocrat	n技术专家政治主义者
technological	adj.科技的
technologically	adv.科技地
technologist	n工艺学家;工艺人员
technology	n技术;工业技术;科学技术
tecnetron	n三元半导体放大器
tectology	n组织形态学
